Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Anomaly
0.5049415064154527,0.34837540699138664,-0.2542487522964412,-1.380516725500412,-1.2146847218098513,-0.01979557715729433,-0.14379992882668732,-0.39306052991717333,0.28582535964256256,-1.213934457288018,-0.284882998860191,0.7683323214287155,0.6610061267556645,1.0705500869932574,0.03141133078780467,-0.3428666069316897,0.14822147847787942,0.7484071273900706,0.8557464841277532,67,1
-0.16282241129609587,-1.3837360532878724,-0.2542487522964412,0.9138044933101079,-1.2146847218098513,0.6613991013752177,-1.1161102955380136,-0.39306052991717333,0.28582535964256256,0.41145108517868284,1.0624484066296314,0.7683323214287155,0.6610061267556645,-1.5755869967195941,1.0011994733813825,-0.3428666069316897,-1.2835026564685372,-0.743664656154346,-1.1685703868468496,61,1
0.6718824858433398,1.5608534291868679,0.901061774816755,0.9138044933101079,0.8232588934765094,-0.01979557715729433,1.1063133998021608,0.8849664982141078,0.28582535964256256,0.41145108517868284,1.0624484066296314,0.7683323214287155,0.6610061267556645,-0.2525184548631684,1.0011994733813825,-0.3428666069316897,1.5799456134242962,0.7484071273900706,0.8557464841277532,74,1
1.5065873829827754,0.7814032720612014,-0.2542487522964412,0.9138044933101079,0.8232588934765094,0.6613991013752177,1.5924685831578238,0.8849664982141078,0.28582535964256256,-0.40124168605466753,1.0624484066296314,0.7683323214287155,0.6610061267556645,-1.5755869967195941,1.0011994733813825,-0.3428666069316897,0.14822147847787942,-0.743664656154346,0.8557464841277532,71,1
-0.16282241129609587,1.0412199911030902,0.901061774816755,0.9138044933101079,0.8232588934765094,-0.7009902556898064,-0.6994058526617309,0.8849664982141078,0.28582535964256256,1.2241438564120333,1.0624484066296314,-1.4625495276943445,0.6610061267556645,-0.2525184548631684,1.0011994733813825,-0.3428666069316897,-1.2835026564685372,0.7484071273900706,-1.1685703868468496,70,1
-0.16282241129609587,0.6947976990472384,0.901061774816755,0.9138044933101079,0.8232588934765094,0.6613991013752177,0.9674119188433998,0.8849664982141078,0.28582535964256256,1.2241438564120333,1.0624484066296314,0.7683323214287155,0.6610061267556645,1.0705500869932574,0.03141133078780467,-0.3428666069316897,1.5799456134242962,0.7484071273900706,0.8557464841277532,71,1
1.5065873829827754,0.34837540699138664,0.901061774816755,-0.23335611609515208,0.8232588934765094,-0.01979557715729433,-0.4910536312235896,-0.39306052991717333,0.28582535964256256,-0.40124168605466753,-0.284882998860191,0.7683323214287155,-1.5128452816438749,-0.2525184548631684,-0.938376811805773,-0.3428666069316897,0.14822147847787942,-0.743664656154346,0.8557464841277532,67,1
0.8388234652712269,-0.1712580310923911,-0.2542487522964412,-1.380516725500412,0.8232588934765094,-0.7009902556898064,-1.7411669598524377,0.8849664982141078,0.28582535964256256,-0.40124168605466753,-1.6322144043500135,-1.4625495276943445,0.6610061267556645,-1.5755869967195941,-0.938376811805773,-0.3428666069316897,0.14822147847787942,-2.2357364396987625,0.8557464841277532,66,1
-0.49670437015187013,1.2144311371310161,0.901061774816755,-1.380516725500412,-1.2146847218098513,-0.7009902556898064,0.3423552545289758,-1.6710875580484545,0.28582535964256256,-1.213934457288018,1.0624484066296314,-0.34710860313281444,-1.5128452816438749,-0.2525184548631684,-1.9081649543993509,-0.3428666069316897,-1.2835026564685372,0.7484071273900706,0.8557464841277532,69,1
0.5049415064154527,1.5608534291868679,0.901061774816755,0.9138044933101079,0.8232588934765094,0.6613991013752177,-0.2827014097854482,0.8849664982141078,0.28582535964256256,-1.213934457288018,-1.6322144043500135,-1.4625495276943445,0.6610061267556645,1.0705500869932574,1.9709876159749602,-0.3428666069316897,0.14822147847787942,-0.743664656154346,0.8557464841277532,72,1
